ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM4_EN,ADM4_PCODE
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Ou Thum,KH01020101
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Phnum,KH01020102
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Banteay Neang,KH01020103
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Kouk Pnov,KH01020104
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Trang,KH01020105
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Pongro,KH01020106
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Kouk Tonloab,KH01020107
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Trabaek,KH01020108
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Khilek,KH01020109
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Samraong Pen,KH01020110
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Dang Run Lech,KH01020111
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Dang Run Kaeut,KH01020112
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Ou Snguot,KH01020113
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Prey Changha Lech,KH01020114
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Prey Changha Kaeut,KH01020115
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Ou Andoung Lech,KH01020116
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Ou Andoung Kandal,KH01020117
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Ou Andoung Kaeut,KH01020118
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Banteay Neang,KH010201,Kouk Kduoch,KH01020119
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Khtum Reay Lech,KH01020201
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Khtum Reay Kaeut,KH01020202
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Anlong Thngan Kaeut,KH01020203
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Anlong Thngan Lech,KH01020204
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Bang Bat Lech,KH01020205
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Bang Bat Kaeut,KH01020206
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Bat Trang,KH01020207
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Bat Trang Thum Lech,KH01020208
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Bat Trang Thum Kaeut,KH01020209
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Bat Trang Touch,KH01020210
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Bat Trang,KH010202,Preaek Chik,KH01020211
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Pralay Char,KH01020301
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Rongvean Lech,KH01020302
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Rongvean Kaeut,KH01020303
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Chamnaom Lech,KH01020304
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Chamnaom Kaeut,KH01020305
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Roung Kou Daeum,KH01020306
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Roung Kou Kandal,KH01020307
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Roung Kou Chong,KH01020308
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Peam Roung Kou,KH01020309
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Ta Sal,KH01020310
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Chuor Khchas,KH01020311
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Boeng Tras,KH01020312
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Dang Trang,KH01020313
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Srae Prey,KH01020314
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Bos Tonloab,KH01020315
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Ta Bun,KH01020316
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Chamnaom,KH010203,Kouk Ponley,KH01020317
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Kouk Ballangk,KH01020401
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Ta An,KH01020402
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Pralay Chrey,KH01020403
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Cheung Chab,KH01020404
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Phat Sandaong,KH01020405
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Char Thmei,KH01020406
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Ph'av Thmei,KH01020407
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Kouk Ballangk,KH010204,Ta Sal,KH01020408
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Koy Maeng,KH01020501
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Sdei Leu,KH01020502
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Phlov Siem,KH01020503
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Ta Nong,KH01020504
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Angkar Khmau,KH01020505
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Kasang Thmei,KH01020506
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Stueng Chas,KH01020507
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Koy Maeng,KH010205,Sdei Kraom,KH01020508
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Phnum Thum Tboung,KH01020601
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Phnum Prasat,KH01020602
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Phnum Thum Cheung,KH01020603
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Chamkar Louk,KH01020604
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Phnum Thum Thmei,KH01020605
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Anlong Sdei,KH01020606
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Kouk Thlong Kaeut,KH01020607
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Kouk Thlong Kandal,KH01020608
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Ou Snguot,KH01020609
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Ou Prasat,KH01020610
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Kouk Ampil,KH01020611
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Ra Chamkar Chek,KH01020612
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Pou Rieng,KH01020613
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ou Prasat,KH010206,Rung Krabau,KH01020614
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Phnum Touch Tboung,KH01020701
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Phnum Touch Cheung,KH01020702
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Thnal Bat,KH01020703
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Ou Nhor,KH01020704
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Boeng Tras,KH01020705
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Monourom,KH01020706
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Paoy Ta Sek,KH01020707
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Prey Totueng,KH01020708
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Boeng Reang,KH01020709
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Phnum Touch,KH010207,Voat Thmei,KH01020710
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Pou Pir Daeum,KH01020801
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Rohat Tuek,KH01020802
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Thnal Bat,KH01020803
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Kramol,KH01020804
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Khtum Chrum,KH01020805
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Chak Lech,KH01020806
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Doun Mul,KH01020807
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Preaek Samraong,KH01020808
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Ou Dangkao,KH01020809
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Chamkar Chek,KH01020810
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Ou Chuob,KH01020811
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Ka Svay,KH01020812
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Rohat Tuek,KH010208,Chak Kaeut,KH01020813
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Anhchanh,KH01020901
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Neang Ket,KH01020902
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Praek Ropov,KH01020903
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Sala Daeng,KH01020904
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Samraong,KH01020905
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Anlong Mean Troap,KH01020906
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Chamkar Ta Daok,KH01020907
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Pralay Luong Kraom,KH01020908
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Luong,KH01020909
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Ou Ta Kol,KH01020910
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Pralay Luong Leu,KH01020911
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Kouk Svay,KH01020912
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Ou Ta Ma,KH01020913
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Kaoh Kaev,KH01020914
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Phasi Sra,KH01020915
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Ruessei Kraok,KH01020916
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ruessei Kraok,KH010209,Chumteav,KH01020917
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Chhnaeum Meas,KH01021001
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Sranal,KH01021002
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,La,KH01021003
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Ta Meaeng Pok,KH01021004
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Sambuor,KH01021005
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Doun Loek,KH01021006
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Kbal Krabei,KH01021007
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Srah Chhuk,KH01021008
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Srae Prey,KH01021009
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Chaek Angkar,KH01021010
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Sambuor,KH010210,Thma Dab,KH01021011
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Ta Mau,KH01021101
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Ansam Chek,KH01021102
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Tnaot,KH01021103
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Buor,KH01021104
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Bos Laok,KH01021105
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Soea,KH01021106
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Boeng Touch,KH01021107
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Phlov Damrei Leu,KH01021108
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Phlov Damrei Kraom,KH01021109
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Ou Soea,KH01021110
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Soea,KH010211,Kouk Samraong,KH01021111
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Ta In Muoy,KH01021201
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Ta In Pir,KH01021202
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Krouch,KH01021203
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Chamkar Chek,KH01021204
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Srah Reang,KH01021205
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Ta Chan,KH01021206
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Kouk Srok,KH01021207
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Kouk Chrab,KH01021208
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Srah Reang,KH010212,Kouk Krasang,KH01021209
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Preah Srae,KH01021301
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Ta Lam Kandal,KH01021302
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Ta Lam Chong,KH01021303
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Boeng Khleang Lech,KH01021304
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Chong Kouk,KH01021305
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Boeng Khleang Kaeut,KH01021306
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Khla Kham Chhkae,KH01021307
Cambodia,KH,Banteay Meanchey,KH01,Mongkol Borei,KH0102,Ta Lam,KH010213,Boeng Veaeng,KH01021308
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Rongvean,KH01030101
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Thmei Khang Tboung,KH01030102
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Thmei Khang Cheung,KH01030103
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Kouk Yeang,KH01030104
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Kouk Chas,KH01030105
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Chrab,KH01030106
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Kantuot,KH01030107
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Nam Tau,KH01030108
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Pongro,KH01030109
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Samraong,KH01030110
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Khnang,KH01030111
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Thnong Khang Tboung,KH01030112
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Thnong Khang Cheung,KH01030113
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Slaeng,KH01030114
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Takong,KH01030115
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Yeang Otdam,KH01030116
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Ampil Kaong,KH01030117
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Nam Tau,KH010301,Kong Siem,KH01030118
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Paoy Snuol,KH01030201
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Paoy Char,KH01030202
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Trapeang Thma Tboung,KH01030203
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Trapeang Thma Cheung,KH01030204
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Trapeang Thma Kandal,KH01030205
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Paoy Ta Ong,KH01030206
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Sambuor,KH01030207
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Paoy Char,KH010302,Pongro,KH01030208
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Ponley,KH010303,Ta Vong,KH01030301
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Ponley,KH010303,Ponley,KH01030302
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Ponley,KH010303,Svay Sa,KH01030303
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Ponley,KH010303,Svay Khmau,KH01030304
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Ponley,KH010303,Kouk Ta Sokh,KH01030305
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Ponley,KH010303,Pou Roam Bon,KH01030306
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Spean Sraeng,KH010304,Rouk,KH01030401
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Spean Sraeng,KH010304,Mukh Chhneang,KH01030402
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Spean Sraeng,KH010304,Spean,KH01030403
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Spean Sraeng,KH010304,Kouk Char,KH01030404
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Spean Sraeng,KH010304,Kandal,KH01030405
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Spean Sraeng,KH010304,Pongro,KH01030406
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Moat Srah,KH01030501
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Srah Chhuk Khang Lech,KH01030502
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Srah Chik,KH01030503
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Kouk Kral,KH01030504
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Kouk Rumchek,KH01030505
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Kouk Ta Reach,KH01030506
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Kandal Khang Lech,KH01030507
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Kandal Khang Kaeut,KH01030508
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Srah Chik,KH010305,Srah Chhuk Khang Kaeut,KH01030509
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Phnum Dei,KH01030601
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Ponley,KH01030602
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Kouk Seh,KH01030603
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Thnal Dach,KH01030604
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Bos Sbov,KH01030605
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Trapeang Prei,KH01030606
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Kamping Puoy,KH01030607
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Spean Khmeng,KH01030608
Cambodia,KH,Banteay Meanchey,KH01,Phnum Srok,KH0103,Phnom Dei,KH010306,Trang,KH01030609
Cambodia,KH,Banteay Meanchey,KH01,Preah Netr Preah,KH0104,Chnuor Mean Chey,KH010401,Samraong Touch,KH01040101
Cambodia,KH,Banteay Meanchey,KH01,Preah Netr Preah,KH0104,Chnuor Mean Chey,KH010401,Kouk Pongro,KH01040102
Cambodia,KH,Banteay Meanchey,KH01,Preah Netr Preah,KH0104,Chnuor Mean Chey,KH010401,Thma Koul,KH01040103
Cambodia,KH,Banteay Meanchey,KH01,Preah Netr Preah,KH0104,Chnuor Mean Chey,KH010401,Proput,KH01040104
