ADM0_EN,ADM0_PCODE,ADM1_EN,ADM1_PCODE,ADM2_EN,ADM2_PCODE,ADM3_EN,ADM3_PCODE,ADM4_EN,ADM4_PCODE
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Roka Chonlueng,KH080312,Roka Ti Pir,KH08031202
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Roka Chonlueng,KH080312,Tang Ruessei,KH08031203
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Roka Chonlueng,KH080312,Trea,KH08031204
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Roka Chonlueng,KH080312,Roka Ti Muoy,KH08031205
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sanlung,KH080313,Sanlung,KH08031301
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sanlung,KH080313,Chhuk,KH08031302
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sanlung,KH080313,Thmei,KH08031303
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sanlung,KH080313,Kandal,KH08031304
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sanlung,KH080313,Prey Thum,KH08031305
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sanlung,KH080313,Dol,KH08031306
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sithor,KH080314,Prey Bang,KH08031401
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sithor,KH080314,Sithor Lech,KH08031402
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sithor,KH080314,Sithor Kaeut,KH08031403
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sithor,KH080314,Tuol Pongro,KH08031404
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sithor,KH080314,Mae Ban,KH08031405
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Sithor,KH080314,Kampong Lvea,KH08031406
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Chrum,KH080315,Leu,KH08031501
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Chrum,KH080315,Svay Chrum,KH08031502
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Chrum,KH080315,Ba Reach,KH08031503
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Romiet,KH080316,Preaek Ta Baen,KH08031601
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Romiet,KH080316,Sla,KH08031602
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Romiet,KH080316,Svay Romiet,KH08031603
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Romiet,KH080316,Chheu Teal,KH08031604
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Romiet,KH080316,Kandal,KH08031605
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Svay Romiet,KH080316,Svay Damnak,KH08031606
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Ta Aek,KH080317,Ta Aek,KH08031701
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Ta Aek,KH080317,Treang Kraom,KH08031702
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Ta Aek,KH080317,Treang Leu,KH08031703
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Preaek Chas,KH08031801
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Seda,KH08031802
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Vihear Suork Cheung,KH08031803
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Vihear Suork Tboung,KH08031804
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Prey Thum,KH08031805
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Ta Kaev Ti Pir,KH08031806
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Ta Kaev Ti Muoy,KH08031807
Cambodia,KH,Kandal,KH08,Khsach Kandal,KH0803,Vihear Suork,KH080318,Svay Meas,KH08031808
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Kbal Kaoh,KH08040101
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Chheu Khmau,KH08040102
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Chong Kaoh,KH08040103
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Trapeang Chrey,KH08040104
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Traeuy Kaoh,KH08040105
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Kbal Chrouy,KH08040106
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Kaoh Touch,KH08040107
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Chong Khsach,KH08040108
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Thom,KH08040109
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Thmei,KH08040110
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chheu Kmau,KH080401,Tuol Svay,KH08040111
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Preaek Thmei,KH08040201
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Preaek Tralach,KH08040202
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Kampong Dar,KH08040203
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Chrouy Ta Kaev,KH08040204
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Preaek Ta Khin,KH08040205
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Preaek Ta Tieng,KH08040206
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Preaek Ta Sek,KH08040207
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Daeum Pou,KH08040208
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Chrouy Ta Kaev,KH080402,Preaek Phum,KH08040209
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Kbal Damrei Leu,KH08040301
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Kbal Damrei Kraom,KH08040302
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Preaek Ph'av,KH08040303
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Kampong Kong,KH08040304
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Chrung Meas,KH08040305
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Preaek Hang,KH08040306
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Tuol Sangkae,KH08040307
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Trabaek Pok,KH08040308
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Preaek Ruessei,KH08040309
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Lvea Toung,KH08040310
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Tuol Doun Koam,KH08040311
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kampong Kong,KH080403,Tuol Svay,KH08040312
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Kbal Kaoh Thum,KH08040401
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Kandal Kaoh Thum,KH08040402
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Chong Kaoh Thum,KH08040403
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Pou Tonle,KH08040404
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Kbal Kaoh Thmei,KH08040405
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Chong Kaoh Thmei,KH08040406
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Ka,KH080404,Tuol Kantuot,KH08040407
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Kha,KH080405,Sampan,KH08040501
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Kha,KH080405,Preaek Ta Ker,KH08040502
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Kha,KH080405,Preaek Samraong,KH08040503
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Kha,KH080405,Preaek Be,KH08040504
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Kaoh Thum Kha,KH080405,Svay Ta Mekh,KH08040505
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Chamkar Doung,KH08040701
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Leuk Daek,KH08040702
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Preaek Andoung,KH08040703
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Pouthi Mitt,KH08040704
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Anlong Slat,KH08040705
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Samraong,KH08040706
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Tuol Slaeng,KH08040707
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Peam Phtoul Kaeut,KH08040708
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Peam Phtoul Lech,KH08040709
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Khleang Kaeut,KH08040710
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Khleang Lech,KH08040711
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Thmei,KH08040712
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Tuol Chan,KH08040713
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Tra Laok Baek,KH08040714
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Leuk Daek,KH080407,Preaek Khnach,KH08040715
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Preaek Anhchanh,KH08040801
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Khvaeng Andoung,KH08040802
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Kbal Chrouy,KH08040803
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Thmei,KH08040804
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Preaek Ta In,KH08040805
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Kampong Kor,KH08040806
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Preaek Ta Dol,KH08040807
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Preaek Ta Roatn,KH08040808
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Pouthi Ban,KH080408,Pouthi Ban,KH08040809
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Chrouy Snao,KH08040901
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Preaek Chrey,KH08040902
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Pak Nam,KH08040903
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Khnar Tangyu,KH08040904
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Preaek Chrey Kraw,KH08040905
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Khnar Tangyu Tboung,KH08040906
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Prea​ek Chrey,KH080409,Preaek Tunlea,KH08040907
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Preaek Me Srok,KH08041001
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Preaek Louk,KH08041002
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Preaek Pok,KH08041003
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Anlong Sant,KH08041004
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Chong Preaek,KH08041005
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Preaek Ta Mem,KH08041006
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Kaoh Chas,KH08041007
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Pouthi Reamea,KH08041008
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Pratheat,KH08041009
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Preaek Sdei,KH08041010
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Chas,KH08041011
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,La Kbueng,KH08041012
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Pouthi Reamea Ka,KH08041013
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Pouthi Andaet,KH08041014
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Sdei,KH080410,Pratheat Ka,KH08041015
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Preaek Ta Duong,KH08041101
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Preaek Yeay Hay,KH08041102
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Kampong Sambuor Leu,KH08041103
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Kampong Sambuor Kraom,KH08041104
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Kampong Svay Leu,KH08041105
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Kampong Svay Kandal,KH08041106
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Kampong Svay Kraom,KH08041107
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Preaek Thmei,KH08041108
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Cham Leu,KH08041109
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Preaek Ta Hing,KH08041110
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Preaek Thon,KH08041111
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Preaek Thmei,KH080411,Cham Kraom,KH08041112
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Kbal Koh Teav,KH08041201
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Koh h Teav kor,KH08041202
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Koh Teav Khor,KH08041203
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Khpop,KH08041204
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Kampong Thkol,KH08041205
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Kapal Koeung,KH08041206
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Prek Sung,KH08041207
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Chrey Thom,KH08041208
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Prek Sbov,KH08041209
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Preaek Kong,KH08041210
Cambodia,KH,Kandal,KH08,Koh Thum,KH0804,Sampeou Poun,KH080412,Preaek Saem,KH08041211
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Kampong Phnum,KH080501,Kbal Chrouy,KH08050101
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Kampong Phnum,KH080501,Kampong Pou,KH08050102
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Kampong Phnum,KH080501,Ampil Tuek,KH08050103
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Kampong Phnum,KH080501,Kaoh Chamraeun,KH08050104
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,K'am Samnar,KH080502,K'am Samnar Kraom,KH08050201
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,K'am Samnar,KH080502,K'am Samnar Leu,KH08050202
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,K'am Samnar,KH080502,Reang Chuor,KH08050203
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Khpob Ateav,KH080503,Boeng Kandal,KH08050301
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Khpob Ateav,KH080503,Boeng Kraom,KH08050302
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Khpob Ateav,KH080503,Boeng Leu,KH08050303
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Peam Reang,KH080504,Peam Reang Kraom,KH08050401
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Peam Reang,KH080504,Peam Reang Leu,KH08050402
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Peam Reang,KH080504,Thmei,KH08050403
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Peam Reang,KH080504,Preak Ta Tuon,KH08050404
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Dach,KH080505,Kaoh Kantheay,KH08050501
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Dach,KH080505,Preaek Dach,KH08050502
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Dach,KH080505,Preaek Touch,KH08050503
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Dach,KH080505,Ta Hing,KH08050504
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Tonloab,KH080506,Kampong Chamlang,KH08050601
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Tonloab,KH080506,Preaek Bak,KH08050602
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Tonloab,KH080506,Preaek Touch,KH08050603
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Preaek Tonloab,KH080506,Spean Daek,KH08050604
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Sandar,KH080507,Chong Kaoh,KH08050701
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Sandar,KH080507,Dang Kdaong,KH08050702
Cambodia,KH,Kandal,KH08,Leuk Daek,KH0805,Sandar,KH080507,Kandal,KH08050703
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Akreiy Ksatr,KH080601,Akreiy Ksatr,KH08060101
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Akreiy Ksatr,KH080601,Khsach,KH08060102
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Akreiy Ksatr,KH080601,Pou Thum,KH08060103
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Akreiy Ksatr,KH080601,Tuol Meas,KH08060104
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Barong,KH080602,Khnaor Kar,KH08060201
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Barong,KH080602,Barong,KH08060202
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Boeng Krum,KH080603,Boeng Krum Leu,KH08060301
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Boeng Krum,KH080603,Boeng Krum Kraom,KH08060302
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Kaoh Kaev,KH080604,Kaoh Kaev Leu,KH08060401
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Kaoh Kaev,KH080604,Kaoh Kaev Kraom,KH08060402
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Kaoh Reah,KH080605,Kaoh Reah Leu,KH08060501
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Kaoh Reah,KH080605,Kaoh Reah Kraom,KH08060502
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Lvea Sar,KH080606,Lvea Sar Leu,KH08060601
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Lvea Sar,KH080606,Lvea Sar Kandal,KH08060602
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Lvea Sar,KH080606,Lvea Sar Kraom,KH08060603
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Peam Oknha Ong,KH080607,Peam Ta Aek,KH08060701
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Peam Oknha Ong,KH080607,Preaek Ta Ong Ti Muoy,KH08060702
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Peam Oknha Ong,KH080607,Preaek Ta Ong Ti Pir,KH08060703
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Peam Oknha Ong,KH080607,Preaek Ta Ong Ti Bei,KH08060704
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Peam Oknha Ong,KH080607,Veal Thum,KH08060705
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Phum Thum,KH080608,Preaek Ta Prang,KH08060801
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Phum Thum,KH080608,Preaek Krouch,KH08060802
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Kmeng,KH080609,Preaek Kmeng,KH08060901
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Kmeng,KH080609,Tuol Trea,KH08060902
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Rey,KH080610,Preaek Rey,KH08061001
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Rey,KH080610,Preaek Chhmuoh,KH08061002
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Rey,KH080610,Preaek Kong Reach,KH08061003
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Ruessei,KH080611,Preaek Pra,KH08061101
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Ruessei,KH080611,Preaek Chrey,KH08061102
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Ruessei,KH080611,Preaek Ruessei,KH08061103
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Ruessei,KH080611,Anlong Trea,KH08061104
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Preaek Ruessei,KH080611,Peam Sdei,KH08061105
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Sambuor,KH080612,Sambuor,KH08061201
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Sambuor,KH080612,Preaek Char,KH08061202
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Sambuor,KH080612,Chrouy Chreae,KH08061203
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Sarikakaev,KH080613,Ta Chou,KH08061301
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Sarikakaev,KH080613,Kdei Kandal,KH08061302
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Sarikakaev,KH080613,Ta Skor,KH08061303
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Thma Kor,KH080614,Thma Kor,KH08061401
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Thma Kor,KH080614,Phlov Trei,KH08061402
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Tuek Khleang,KH080615,Tuek Khleang,KH08061501
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Tuek Khleang,KH080615,Samraong,KH08061502
Cambodia,KH,Kandal,KH08,Lvea Aem,KH0806,Tuek Khleang,KH080615,Chrouy Pisei,KH08061503
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Preaek Ta Baen,KH08070301
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Preaek Thmei,KH08070302
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Kraom,KH08070303
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Kandal,KH08070304
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Leu,KH08070305
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Kaoh Roka,KH08070306
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Anhchanh,KH080703,Chheu Teal,KH08070307
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Dambang,KH080704,Svay Chrum,KH08070401
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Dambang,KH080704,La Edth,KH08070402
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Dambang,KH080704,Voat Chas,KH08070403
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Dambang,KH080704,Voat Thmei,KH08070404
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Preaek Dambang,KH080704,Sameakki,KH08070405
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Roka Kong Ti Muoy,KH080707,Roka Kaong,KH08070701
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Roka Kong Ti Muoy,KH080707,Peam,KH08070702
Cambodia,KH,Kandal,KH08,Mukh Kampul,KH0807,Roka Kong Ti Muoy,KH080707,Preaek Phdau,KH08070703
